ts_code,name,industry,close,amount,circ_mv
603595.SH,ST东尼,元器件,32.46,55174.566,754507.7058
603590.SH,康辰药业,生物制药,29.88,71969.56,475083.3348
603589.SH,口子窖,白酒,17.82,100502.386,1065848.949
603588.SH,高能环境,环境保护,16.46,802098.976,2507243.987
603587.SH,地素时尚,服饰,12.32,38144.987,582369.8496
603586.SH,金麒麟,汽车配件,13.75,22185.275,269572.6
603585.SH,苏利股份,农药化肥,10.6,34828.901,287043.76
603583.SH,捷昌驱动,电气设备,28.01,227300.263,1073605.6537
603580.SH,艾艾精工,塑料,71.53,524072.896,934705.3996
603579.SH,荣泰健康,家用电器,17.57,60878.615,353249.0668
603578.SH,三星新材,家用电器,14.31,57330.429,258090.867
603577.SH,汇金通,电气设备,9.73,28940.345,329982.3443
603569.SH,长久物流,公路,5.82,13408.324,351241.2486
603568.SH,伟明环保,环境保护,13.52,114240.312,2769514.4048
603567.SH,珍宝岛,中成药,5.56,167018.249,522308.2348
603566.SH,普莱柯,农业综合,10.29,28932.895,356098.1067
603565.SH,中谷物流,水运,12.11,243307.773,2543176.4141
603559.SH,中通国脉,通信设备,9.47,97473.97,380009.319
603558.SH,健盛集团,纺织,13.25,63187.513,453995.35
603557.SH,*ST起步,服饰,3.36,18147.778,209474.7984
603556.SH,海兴电力,电器仪表,23.52,62228.292,1143693.3984
603551.SH,奥普科技,家居用品,9.31,18070.574,354922.6163
603538.SH,美诺华,化学制药,27.9,1435634.373,940006.8
603536.SH,惠发食品,食品,9.99,43056.71,240291.7677
603535.SH,嘉诚国际,仓储物流,6.24,18051.217,318813.0192
603533.SH,掌阅科技,互联网,23.5,532325.23,1031407.48
603530.SH,神马电力,电气设备,45.0,145528.791,1923591.6
603529.SH,爱玛科技,摩托车,21.71,98474.134,1847013.4202
603528.SH,多伦科技,软件服务,6.5,71520.722,458854.565
603527.SH,众源新材,铜,10.13,74497.698,321091.8256
603520.SH,司太立,化学制药,8.61,60442.901,377470.9239
603519.SH,立霸股份,家用电器,16.2,81771.518,431451.036
603518.SH,锦泓集团,服饰,7.76,43521.859,267001.424
603517.SH,ST绝味,食品,11.78,56866.525,713870.2382
603516.SH,淳中科技,IT设备,86.13,284339.417,1750749.8679
603515.SH,欧普照明,家用电器,14.78,24793.901,1090395.239
603511.SH,爱慕股份,服饰,12.3,15921.095,494321.379
603508.SH,思维列控,IT设备,21.05,41697.33,802582.612
603507.SH,振江股份,电气设备,26.48,562388.552,625732.4624
603506.SH,南都物业,房产服务,11.93,51338.575,224018.9154
603505.SH,金石资源,化工原料,15.39,122871.894,1295328.2832
603501.SH,豪威集团,半导体,80.78,871584.879,9749849.5374
603500.SH,祥和实业,运输设备,9.84,163420.316,327287.3544
603499.SH,翔港科技,广告包装,13.68,43145.982,579528.7128
603496.SH,恒为科技,IT设备,23.44,161984.18,750570.3648
603489.SH,八方股份,电气设备,29.49,70072.672,691888.482
603488.SH,展鹏科技,运输设备,8.3,80762.651,242352.032
603486.SH,科沃斯,家用电器,50.23,159963.427,2886270.0484
603477.SH,巨星农牧,农业综合,14.73,174521.429,751334.3075
603466.SH,风语筑,文教休闲,12.9,739334.671,767328.765
603458.SH,勘设股份,建筑工程,10.91,103882.949,333981.8295
603456.SH,九洲药业,医疗保健,16.2,512876.213,1428370.2
603444.SH,吉比特,互联网,348.91,322914.989,2513586.0201
603439.SH,三力制药,中成药,14.38,516705.17,580722.2076
603429.SH,*ST集友,广告包装,8.85,18598.658,464169.6675
603421.SH,鼎信通讯,通信设备,7.03,231045.011,458489.9215
603418.SH,友升股份,汽车配件,45.34,72676.653,187547.0964
603416.SH,信捷电气,电器仪表,46.83,63799.324,653494.3863
603409.SH,汇通控股,汽车配件,17.98,22288.273,96872.644
603408.SH,建霖家居,家居用品,11.87,24950.234,531269.151
603406.SH,天富龙,化纤,28.09,53740.103,164943.9182
603402.SH,陕西旅游,旅游景点,64.54,322281.867,162210.3182
603399.SH,永杉锂业,小金属,14.01,453775.627,717719.1306
603398.SH,*ST沐邦,电气设备,8.9,67071.137,385940.935
603396.SH,金辰股份,专用机械,29.9,285429.203,414197.225
603395.SH,红四方,农药化肥,28.14,447178.209,182910.0
603393.SH,新天然气,石油开采,25.73,140156.958,1090749.5049
603392.SH,万泰生物,生物制药,26.01,172376.825,3288685.6728
603391.SH,力聚热能,专用机械,67.56,142127.394,153699.0
603390.SH,通达电气,汽车配件,11.07,151799.112,388638.918
603389.SH,亚振家居,家居用品,46.09,158797.188,1211023.968
603387.SH,基蛋生物,医疗保健,9.94,180110.692,504110.579
603386.SH,骏亚科技,元器件,18.02,273812.018,588033.3252
603385.SH,惠达卫浴,家居用品,5.6,24466.972,213172.4
603383.SH,顶点软件,软件服务,27.44,64521.435,563552.8416
603382.SH,海阳科技,化纤,19.21,36073.425,221848.4139
603381.SH,永臻股份,电气设备,14.88,51556.836,211500.8976
603380.SH,易德龙,元器件,35.2,73808.651,564753.024
603379.SH,三美股份,化工原料,51.71,360729.836,3156786.909
603378.SH,*ST亚士,染料涂料,5.9,82853.28,252871.994
603377.SH,ST东时,汽车服务,3.32,16970.994,239980.0248
603376.SH,大明电子,汽车配件,27.73,71508.606,88738.2184
603375.SH,盛景微,半导体,53.8,444186.945,343141.242
603373.SH,安邦护卫,仓储物流,43.3,126219.888,275397.526
603370.SH,华新精科,电气设备,28.42,74157.526,240017.4154
603369.SH,今世缘,白酒,28.59,332521.845,3564601.2
603368.SH,柳药集团,医药商业,15.56,42976.451,618060.9384
603367.SH,辰欣药业,化学制药,14.46,134270.965,654682.4286
603366.SH,日出东方,家用电器,7.49,263736.566,608973.0269
603365.SH,水星家纺,纺织,16.24,16924.003,424081.1288
603363.SH,傲农生物,饲料,2.96,97440.379,635390.5512
603360.SH,百傲化学,农药化肥,13.28,181131.344,937865.0736
603359.SH,*ST东珠,建筑工程,2.31,10890.563,103048.176
603358.SH,华达科技,汽车配件,46.05,370053.104,2126453.613
603357.SH,设计总院,建筑工程,5.94,14326.928,332962.7202
603356.SH,华菱精工,运输设备,17.39,56482.267,231878.26
603355.SH,莱克电气,家用电器,30.79,161297.908,1765489.0551
603353.SH,和顺石油,石油贸易,46.39,782840.267,790569.102
603352.SH,至信股份,汽车配件,25.7,20355.162,116506.581
603351.SH,威尔药业,化学制药,27.34,138943.384,370290.4994
603350.SH,安乃达,电气设备,28.15,17626.058,124210.4675
603348.SH,文灿股份,汽车配件,14.18,26775.458,445928.6696
603345.SH,安井食品,食品,80.91,600101.343,2373043.3722
603344.SH,星德胜,电气设备,24.09,54839.753,130160.679
603341.SH,龙旗科技,通信设备,37.03,358100.095,990190.7169
603339.SH,四方科技,专用机械,13.21,150831.265,408771.8252
603338.SH,浙江鼎力,工程机械,54.07,160160.559,2737823.0953
603337.SH,杰克科技,纺织机械,36.24,108666.098,1692515.9952
603336.SH,宏辉果蔬,农业综合,10.78,334154.904,656198.9742
603335.SH,迪生力,汽车配件,6.39,107260.613,273584.3994
603334.SH,丰倍生物,化工原料,32.35,96093.104,102927.0245
603333.SH,福华尚纬,电气设备,9.63,97663.67,598531.0788
603332.SH,苏州龙杰,化纤,11.86,35640.865,256587.7792
603331.SH,百达精工,专用机械,13.02,47225.938,263232.6312
603330.SH,天洋新材,塑料,10.19,486103.527,414440.7508
603329.SH,上海雅仕,仓储物流,10.18,35468.76,210097.9958
603328.SH,依顿电子,元器件,13.8,868891.599,1377850.788
603327.SH,福蓉科技,元器件,8.47,109988.449,885504.1118
603326.SH,我乐家居,家居用品,7.48,27731.964,238744.3212
603325.SH,博隆技术,化工机械,52.75,13285.287,180316.38
603324.SH,盛剑科技,环境保护,26.78,57861.992,390662.4088
603323.SH,苏农银行,银行,4.38,105751.092,972533.2728
603322.SH,超讯科技,通信设备,32.31,212821.299,509162.9508
603321.SH,梅轮电梯,运输设备,7.58,138652.504,261179.891
603320.SH,迪贝电气,电气设备,18.47,34008.027,275473.0314
603319.SH,美湖股份,汽车配件,32.18,968570.05,1091383.7346
603318.SH,水发燃气,供气供热,9.31,356184.482,427395.0079
603317.SH,天味食品,食品,13.0,71972.356,1380700.23
603316.SH,诚邦股份,建筑工程,18.36,415880.176,485188.704
603315.SH,福鞍股份,环境保护,10.98,45440.597,351762.1974
603313.SH,梦百合,家居用品,6.97,182642.195,397699.0693
603312.SH,西典新能,电气设备,32.03,16635.353,163095.1585
603311.SH,金海高科,家用电器,26.03,109429.115,614005.7917
603310.SH,巍华新材,化工原料,14.93,19903.901,289656.93
603309.SH,维力医疗,医疗保健,11.06,39502.611,322809.7684
603308.SH,应流股份,机械基件,41.97,1033568.725,3057237.0783
603307.SH,扬州金泉,文教休闲,25.06,25292.298,243457.9
603306.SH,华懋科技,汽车配件,84.77,1041028.925,2793135.0489
603305.SH,旭升集团,汽车配件,11.42,254542.808,1319819.2212
603303.SH,得邦照明,家用电器,28.68,80818.45,1367877.1128
603301.SH,振德医疗,医疗保健,80.3,141188.91,2118925.886
603300.SH,海南华铁,多元金融,4.71,117551.53,941617.6422
603299.SH,苏盐井神,食品,8.73,31052.725,824478.9219
603298.SH,杭叉集团,工程机械,23.4,120432.731,3064960.08
603297.SH,永新光学,元器件,115.02,135171.019,1273606.1082
603296.SH,华勤技术,元器件,80.13,888941.966,6399150.5493
603291.SH,联合水务,水务,8.87,52641.813,375396.6722
603290.SH,斯达半导,半导体,87.8,473086.553,2102577.33
603289.SH,泰瑞机器,专用机械,10.51,182383.943,308361.1929
603288.SH,海天味业,食品,33.83,481986.645,18808873.0898
603286.SH,日盈电子,汽车配件,44.91,139963.815,524926.9422
603285.SH,键邦股份,化工原料,38.37,218420.963,239032.8216
603283.SH,赛腾股份,专用机械,46.52,703197.73,1639951.8824
603282.SH,亚光股份,专用机械,16.78,28837.261,224549.96
603281.SH,江瀚新材,化工原料,18.69,34752.825,969332.1792
603280.SH,南方路机,工程机械,26.03,23220.481,282182.6401
603279.SH,景津装备,环境保护,11.22,56588.175,646690.506
603278.SH,大业股份,钢加工,9.16,52519.481,313051.6104
603277.SH,银都股份,专用机械,11.43,21268.511,696939.678
603276.SH,恒兴新材,化工原料,18.11,94970.021,138143.6233
603275.SH,众辰科技,电器仪表,37.09,50827.67,166612.7308
603273.SH,天元智能,专用机械,14.74,28689.146,82630.0816
603272.SH,*ST联翔,家居用品,17.12,113990.41,177409.424
603271.SH,永杰新材,铝,38.88,60857.353,367711.488
603270.SH,金帝股份,机械基件,37.23,312754.379,386137.2741
603269.SH,海鸥股份,机械基件,26.78,674492.311,1156750.049
603268.SH,松发股份,船舶,221.55,2366363.712,5167649.319
603267.SH,鸿远电子,元器件,52.19,688285.165,1206011.2171
603266.SH,天龙股份,汽车配件,17.19,131111.606,341886.4092
603262.SH,技源集团,食品,18.2,35876.874,189912.996
603261.SH,立航科技,航空,53.58,139966.205,415271.79
603260.SH,合盛硅业,化工原料,32.72,209936.223,3868180.9768
603259.SH,药明康德,化学制药,167.96,8522477.046,41541214.2392
603258.SH,电魂网络,互联网,14.19,65391.13,342463.4466
603257.SH,中国瑞林,建筑工程,69.32,195625.092,172606.8
603256.SH,宏和科技,玻璃,148.92,4367941.836,13471100.6688
603255.SH,鼎际得,化工原料,33.61,100119.579,203929.3472
603248.SH,锡华科技,机械基件,24.25,997118.407,173399.625
603239.SH,浙江仙通,汽车配件,13.98,28672.217,378466.56
603238.SH,诺邦股份,纺织,12.26,32418.657,217626.034
603237.SH,五芳斋,食品,15.17,38681.885,287937.0673
603236.SH,移远通信,通信设备,73.72,1298372.281,2988352.2544
603235.SH,天新药业,化学制药,25.3,18338.766,1107583.4
603233.SH,大参林,医药商业,17.95,179622.205,2044243.8275
603232.SH,格尔软件,软件服务,16.13,374256.955,373086.9
603231.SH,索宝蛋白,食品,17.15,40844.177,182246.19
603230.SH,内蒙新华,出版业,14.83,557005.242,524274.609
603229.SH,奥翔药业,化学制药,7.91,81269.182,656765.0061
603228.SH,景旺电子,元器件,110.16,4041094.199,10817829.3094
603227.SH,雪峰科技,化工原料,7.6,48095.563,814486.452
603226.SH,菲林格尔,家居用品,36.57,472528.569,1300033.5126
603225.SH,新凤鸣,化纤,17.73,365057.199,2958331.5261
603223.SH,恒通股份,公路,10.12,50586.554,714292.0664
603222.SH,济民健康,医疗保健,7.89,115645.922,414296.4834
603221.SH,爱丽家居,家居用品,30.5,665259.111,738923.5
603220.SH,中贝通信,通信设备,18.66,327848.221,1000844.4012
603219.SH,富佳股份,家用电器,12.67,37343.634,711293.8
603218.SH,日月股份,电气设备,9.42,68923.074,969258.183
603217.SH,元利科技,化工原料,28.15,94358.694,585766.594
603216.SH,梦天家居,家居用品,20.68,126614.746,460522.92
603215.SH,比依股份,家用电器,14.4,28206.641,269608.896
603214.SH,爱婴室,百货,13.47,42691.674,186613.38
603213.SH,镇洋发展,化工原料,13.55,18382.8,602830.828
603212.SH,赛伍技术,塑料,12.17,165355.419,532426.0602
603211.SH,晋拓股份,汽车配件,20.08,79263.336,545790.464
603210.SH,泰鸿万立,汽车配件,13.41,49480.449,312020.5275
603209.SH,兴通股份,水运,14.8,52084.396,475807.568
603208.SH,江山欧派,家居用品,11.31,20162.214,198919.4883
603207.SH,小方制药,化学制药,25.07,129269.407,136889.4703
603206.SH,嘉环科技,通信设备,13.73,30056.208,419039.6
603205.SH,健尔康,医疗保健,21.75,44559.969,89914.5
603203.SH,快克智能,专用机械,47.9,572351.387,1562665.65
603202.SH,天有为,汽车配件,51.57,55648.237,258951.5352
603201.SH,常润股份,汽车配件,15.52,47654.138,292326.4944
603200.SH,上海洗霸,环境保护,39.88,188382.328,699814.6388
603199.SH,九华旅游,旅游景点,33.36,50818.042,369228.48
603198.SH,迎驾贡酒,白酒,38.77,158943.54,3101600.0
603197.SH,保隆科技,汽车配件,29.35,70766.008,619731.4135
603196.SH,璞源材料,服饰,19.14,30098.15,453595.6062
603195.SH,公牛集团,家用电器,37.98,80947.116,6837020.5932
603194.SH,中力股份,工程机械,33.57,17405.932,530496.3033
603193.SH,润本股份,日用化工,20.81,78120.898,215042.8403
603192.SH,汇得科技,化工原料,20.57,47235.429,339953.5566
603191.SH,望变电气,电气设备,13.7,99649.962,452051.502
603190.SH,亚通精工,汽车配件,16.14,35095.99,271152.0
603189.SH,*ST网达,软件服务,9.67,14070.01,260653.2061
603188.SH,亚邦股份,染料涂料,4.6,53333.104,262278.2
603187.SH,海容冷链,机械基件,10.86,44801.541,415245.0234
603186.SH,华正新材,元器件,231.7,3602229.97,3632835.885
603185.SH,弘元绿能,电气设备,14.56,120455.33,988656.3232
603183.SH,建研院,建筑工程,5.0,125923.354,248576.65
603182.SH,嘉华股份,食品,13.54,30972.258,222800.7
603181.SH,皇马科技,化工原料,12.8,89480.725,753536.0
603180.SH,金牌家居,家居用品,15.7,16275.939,242183.647
603179.SH,新泉股份,汽车配件,41.02,839424.207,2929643.0674
603178.SH,圣龙股份,汽车配件,15.91,102518.75,376131.3329
603177.SH,德创环保,环境保护,11.43,71940.769,233391.456
603176.SH,汇通集团,建筑工程,5.34,24224.741,246610.278
603175.SH,超颖电子,元器件,110.17,359787.23,500989.2614
603173.SH,福斯达,机械基件,29.9,31090.688,478400.0
603172.SH,万丰股份,染料涂料,19.03,25065.894,253822.14
603171.SH,税友股份,软件服务,39.81,284012.711,1615848.09
603170.SH,宝立食品,食品,11.98,26622.02,479211.98
603169.SH,兰石重装,专用机械,6.21,58971.814,811207.2078
603168.SH,莎普爱思,化学制药,5.97,84773.077,222390.858
603167.SH,渤海轮渡,水运,8.09,12361.84,379537.9005
603166.SH,福达股份,汽车配件,11.25,111452.586,718884.7324
603165.SH,荣晟环保,造纸,13.7,64921.208,428437.908
603163.SH,圣晖集成,建筑工程,83.6,231722.093,836000.0
603162.SH,海通发展,水运,14.41,686084.542,612268.9397
603161.SH,科华控股,汽车配件,15.07,54660.096,289663.9361
603160.SH,汇顶科技,半导体,53.16,183756.25,2477164.5648
603159.SH,上海亚虹,专用机械,22.59,231344.063,316260.0
603158.SH,腾龙股份,汽车配件,10.98,257559.47,538865.5698
603156.SH,养元饮品,软饮料,45.0,406199.58,5671249.2
603155.SH,新亚强,化工原料,15.37,260269.983,703778.3133
603153.SH,上海建科,建筑工程,13.35,16769.331,539046.567
603151.SH,邦基科技,饲料,18.35,75680.76,314302.103
603150.SH,万朗磁塑,塑料,70.37,159401.27,601543.871
603139.SH,康惠股份,中成药,38.3,219483.197,382540.4
603138.SH,海量数据,软件服务,15.74,619109.849,453851.7246
603137.SH,恒尚节能,装修装饰,19.81,207798.293,362390.8673
603136.SH,天目湖,旅游景点,9.5,182875.517,256620.365
603135.SH,中重科技,专用机械,8.88,39844.264,559029.8328
603132.SH,金徽股份,铅锌,18.42,88742.132,1801476.0
603131.SH,上海沪工,专用机械,14.03,81322.557,472680.8016
603130.SH,云中马,纺织,38.5,37855.813,529429.67
603129.SH,春风动力,摩托车,305.62,816815.522,4690741.3336
603128.SH,华贸物流,仓储物流,5.49,86239.896,718666.5285
603127.SH,昭衍新药,医疗保健,46.74,1985505.289,2933947.8558
603126.SH,中材节能,环境保护,6.37,39127.451,388888.5
603125.SH,常青科技,化工原料,24.14,69786.924,977275.0696
603124.SH,江南新材,铜,129.88,652297.406,1007983.0944
603123.SH,翠微股份,多元金融,10.0,493247.207,652275.9
603122.SH,合富中国,医药商业,13.98,967857.009,556477.5348
603121.SH,华培动力,汽车配件,12.86,120481.458,435354.3382
603120.SH,肯特催化,化工原料,61.99,643549.923,234942.1
603119.SH,浙江荣泰,汽车配件,56.56,816619.201,2674496.16
603118.SH,共进股份,通信设备,18.65,2340446.044,1468270.486
603117.SH,万林物流,仓储物流,4.03,32024.941,241476.6731
603116.SH,红蜻蜓,服饰,6.65,60392.057,383173.532
603115.SH,海星股份,铝,89.58,881596.031,2190970.9308
603113.SH,金能科技,化工原料,5.03,72469.711,426790.7718
603112.SH,华翔股份,机械基件,17.63,442556.018,942511.2595
603111.SH,康尼机电,运输设备,6.1,31301.563,510933.072
603110.SH,东方材料,染料涂料,25.16,218104.203,506286.3772
603109.SH,神驰机电,电气设备,17.33,36507.839,361934.2772
603108.SH,润达医疗,医药商业,10.1,277294.342,610649.838
603107.SH,上海汽配,汽车配件,12.24,30676.873,267044.976
603106.SH,恒银科技,IT设备,7.61,132423.056,396115.72
603105.SH,芯能科技,电气设备,8.18,143666.632,409009.3252
603103.SH,横店影视,影视音像,16.74,153192.543,1061650.8
603102.SH,百合股份,医疗保健,37.18,51033.319,237952.0
603101.SH,汇嘉时代,百货,7.56,44577.751,355622.4
603100.SH,川仪股份,电器仪表,18.22,49598.403,932024.4224
603099.SH,长白山,旅游景点,42.28,884820.013,1151520.7452
603098.SH,森特股份,装修装饰,10.87,37877.783,585675.6
603097.SH,江苏华辰,电气设备,18.5,19936.704,415652.08
603096.SH,新经典,出版业,15.78,29676.591,243382.1988
603095.SH,越剑智能,纺织机械,14.59,67937.264,376814.7628
603093.SH,南华期货,多元金融,13.99,360255.632,1233972.561
603092.SH,德力佳,机械基件,44.6,100694.96,154189.782
603091.SH,众鑫股份,家居用品,48.21,37795.798,216698.6469
603090.SH,宏盛股份,专用机械,40.08,237941.575,400800.0
603089.SH,正裕工业,汽车配件,9.65,37753.635,266069.028
603088.SH,宁波精达,机床制造,10.43,72021.976,456700.2874
603087.SH,甘李药业,生物制药,71.4,703688.007,4008514.524
603086.SH,先达股份,农药化肥,5.94,64295.843,258278.9814
603085.SH,天成自控,汽车配件,9.8,50707.759,389158.0
603083.SH,剑桥科技,通信设备,223.32,4304447.157,6154440.1488
603082.SH,北自科技,运输设备,49.33,496854.107,200067.1877
603081.SH,大丰实业,专用机械,9.5,30929.61,401374.145
603080.SH,新疆火炬,供气供热,19.68,18912.751,278472.0
603079.SH,圣达生物,食品,13.38,63940.138,252921.6048
603078.SH,江化微,半导体,32.66,564729.386,1259491.0952
603077.SH,和邦生物,化工原料,2.29,328477.428,2022473.5502
603076.SH,乐惠国际,专用机械,20.14,26383.473,243092.4182
603075.SH,热威股份,家用电器,19.99,54827.841,84759.3991
603073.SH,彩蝶实业,纺织,16.5,31154.087,191400.0
603072.SH,天和磁材,矿物制品,30.76,44478.089,388283.48
603071.SH,物产环能,批发业,12.48,25691.668,696327.0912
603070.SH,万控智造,电气设备,11.63,18965.49,466363.0
603069.SH,海汽集团,公共交通,13.97,92503.263,441452.0
603068.SH,博通集成,半导体,43.79,901143.549,664676.5867
603067.SH,振华股份,化工原料,36.95,1398510.717,2791666.353
603066.SH,音飞储存,仓储物流,9.5,92103.673,279471.095
603065.SH,宿迁联盛,化工原料,14.27,245097.429,597866.7652
603063.SH,禾望电气,电气设备,30.61,323378.802,1414895.8252
603062.SH,麦加芯彩,染料涂料,37.73,14298.544,139876.8063
603061.SH,金海通,半导体,357.3,1624624.992,3108510.0
603060.SH,国检集团,建筑工程,5.5,22413.826,442180.255
603059.SH,倍加洁,日用化工,25.71,49256.326,258253.6077
603058.SH,永吉股份,广告包装,9.11,96965.885,377758.5396
603057.SH,紫燕食品,食品,18.56,101629.599,764672.0
603055.SH,台华新材,纺织,9.28,51100.927,824509.3509
603053.SH,成都燃气,供气供热,8.81,19757.637,783112.09
603052.SH,可川科技,元器件,59.71,276375.509,1121934.7783
603051.SH,鹿山新材,塑料,25.05,233929.617,404890.4145
603050.SH,科林电气,电气设备,18.02,40185.34,726781.1984
603049.SH,中策橡胶,汽车配件,45.21,82940.715,2283015.9363
603048.SH,浙江黎明,汽车配件,24.32,82149.787,357212.16
603045.SH,福达合金,小金属,51.38,499823.002,695917.4376
603043.SH,广州酒家,食品,13.25,32828.332,745249.43
603042.SH,华脉科技,通信设备,19.03,701683.321,397283.2204
603041.SH,美思德,化工原料,11.29,26545.233,206773.7533
603040.SH,新坐标,汽车配件,47.59,82188.78,939189.6018
603039.SH,泛微网络,软件服务,36.09,247857.558,1110269.5119
603038.SH,华立股份,家居用品,17.51,113945.827,470453.6021
603037.SH,凯众股份,汽车配件,10.02,37481.302,266682.4002
603036.SH,如通股份,专用机械,13.72,82891.543,282640.232
603035.SH,常熟汽饰,汽车配件,10.35,31577.641,379169.2485
603033.SH,三维股份,橡胶,7.89,146831.719,798886.959
603032.SH,德新科技,专用机械,18.67,70390.633,434789.9472
603031.SH,安孚科技,电气设备,42.41,301903.81,1388883.8177
603030.SH,全筑股份,装修装饰,2.14,61071.657,281823.769
603029.SH,天鹅股份,农用机械,16.73,38788.552,203005.166
603028.SH,赛福天,钢加工,7.05,29077.718,201249.3
603027.SH,千禾味业,食品,7.33,56222.035,975431.3938
603026.SH,石大胜华,化工原料,60.09,364712.627,1398300.309
603025.SH,大豪科技,纺织机械,13.49,94024.17,1496276.8052
603023.SH,威帝股份,汽车配件,4.12,56419.982,229944.3688
603022.SH,新通联,广告包装,8.9,32804.542,178000.0
603021.SH,*ST华鹏,家居用品,5.47,22067.794,175011.6107
603020.SH,爱普股份,食品,12.57,265544.937,472176.7146
603019.SH,中科曙光,IT设备,83.94,1725049.015,12280877.7942
603018.SH,华设集团,建筑工程,5.31,50883.045,434967.4287
603017.SH,中衡设计,建筑工程,10.0,34341.262,276190.3
603016.SH,新宏泰,电气设备,32.57,325231.306,482557.12
603015.SH,弘讯科技,电气设备,10.62,48680.15,429280.578
603014.SH,威高血净,医疗保健,31.47,35374.964,319372.9803
603013.SH,亚普股份,汽车配件,14.4,42770.46,731836.224
603012.SH,创力集团,专用机械,9.19,108914.111,594133.5
603011.SH,合锻智能,专用机械,27.13,864241.573,1341346.2672
603010.SH,万盛股份,化工原料,12.78,151517.644,729454.6674
603009.SH,北特科技,汽车配件,48.94,436493.811,1695231.6812
603008.SH,ST喜临门,家居用品,10.11,192254.099,372343.6164
603007.SH,顺景科技,建筑工程,4.72,78076.138,328082.008
603006.SH,联明股份,汽车配件,10.73,27351.963,272814.8639
603005.SH,晶方科技,半导体,30.44,932200.501,1985210.6548
603004.SH,鼎龙科技,化工原料,19.13,37145.705,112637.44
603002.SH,宏昌电子,化工原料,19.34,1389064.343,2193307.819
603001.SH,奥康国际,服饰,11.47,322960.938,459924.06
603000.SH,人民网,互联网,17.27,595091.113,1909528.5297
601999.SH,出版传媒,出版业,6.97,316299.318,383987.5459
601998.SH,中信银行,银行,8.93,392030.619,36401358.3749
601997.SH,贵阳银行,银行,5.56,195492.443,2032846.1436
601996.SH,丰林集团,家居用品,2.99,91063.02,335153.4056
601992.SH,金隅集团,水泥,1.43,132972.327,1191784.6369
601991.SH,大唐发电,火力发电,5.59,723790.186,6929413.8069
601990.SH,南京证券,证券,6.7,103849.775,2835255.616
601988.SH,中国银行,银行,6.63,1377075.657,139737536.3124
601985.SH,中国核电,新型电力,8.91,508907.034,16825006.8459
601975.SH,招商南油,水运,4.85,1040113.826,2269967.1795
601969.SH,海南矿业,普钢,9.4,101720.217,1854128.004
601968.SH,宝钢包装,广告包装,4.57,23409.831,583031.2315
601966.SH,玲珑轮胎,汽车配件,10.52,75466.177,1539604.8404
601965.SH,中国汽研,汽车服务,13.01,78271.201,1298925.8157
601963.SH,重庆银行,银行,10.9,88868.2,2217132.703
601958.SH,金钼股份,小金属,20.93,637603.442,6753283.0092
601956.SH,东贝集团,家用电器,4.89,19192.339,303970.5174
601952.SH,苏垦农发,种植业,9.65,323610.489,1329770.0
601949.SH,中国出版,出版业,6.02,429488.216,1146188.7962
601939.SH,建设银行,银行,10.93,974267.162,10485867.7568
601933.SH,永辉超市,超市连锁,3.08,383348.587,2748911.4576
601929.SH,吉视传媒,影视音像,2.46,258881.207,858487.8972
601928.SH,凤凰传媒,出版业,8.27,121475.709,2104632.3
601921.SH,浙版传媒,出版业,7.5,66398.686,1666666.65
601919.SH,中远海控,水运,16.71,1772287.931,20981973.2685
601918.SH,新集能源,煤炭开采,10.7,358209.774,2771879.726
601916.SH,浙商银行,银行,2.91,346194.761,6269430.876
601908.SH,京运通,电气设备,2.99,81406.224,721966.2671
601901.SH,方正证券,证券,6.91,230775.863,5688382.0674
601900.SH,南方传媒,出版业,12.15,136381.191,1071593.6715
601899.SH,紫金矿业,铜,31.3,3550155.733,64483612.403
601898.SH,中煤能源,煤炭开采,14.27,503665.771,13059904.5708
601890.SH,亚星锚链,船舶,10.03,609318.838,962278.2
601888.SH,中国中免,旅游服务,52.23,673255.501,10197779.5365
601886.SH,江河集团,装修装饰,13.56,144438.102,1536350.8476
601882.SH,海天精工,机床制造,23.52,202170.414,1227744.0
601881.SH,中国银河,证券,12.13,240915.34,8786265.5488
601880.SH,辽港股份,港口,1.47,105356.924,2706718.5264
601878.SH,浙商证券,证券,9.15,140433.534,4149538.725
601877.SH,正泰电器,电气设备,25.3,267281.889,5436891.57
601872.SH,招商轮船,水运,22.91,3820464.681,18498767.7035
601869.SH,长飞光纤,通信设备,458.99,4444523.262,18650521.6317
601868.SH,中国能建,建筑工程,2.45,463725.089,7945038.262
601866.SH,中远海发,水运,2.5,149068.745,2427606.93
601865.SH,福莱特,玻璃,9.45,93946.652,1796469.57
601860.SH,紫金银行,银行,2.57,111523.391,912783.816
601858.SH,中国科传,出版业,20.86,209088.902,1648983.0
601857.SH,中国石油,石油开采,10.67,1407811.579,172770857.0126
601838.SH,成都银行,银行,19.12,505932.816,8103888.4848
601828.SH,美凯龙,其他商业,2.25,147833.97,812790.495
601827.SH,三峰环境,环境保护,7.83,54722.517,1309123.7739
601825.SH,沪农商行,银行,8.82,141223.085,8319287.8944
601818.SH,光大银行,银行,3.02,503613.973,14014858.3112
601816.SH,京沪高铁,铁路,4.77,466796.708,23337549.0738
601811.SH,新华文轩,出版业,15.29,643302.602,1210821.0631
601808.SH,中海油服,石油开采,12.52,201324.867,3706505.936
601801.SH,皖新传媒,出版业,5.52,249242.771,1080778.0224
