ts_code,name,industry,close,amount,circ_mv
301596.SZ,瑞迪智驱,机械基件,46.79,59030.99636,205135.7822
301595.SZ,太力科技,橡胶,46.02,82099.478,187911.165
301592.SZ,六九一二,软件服务,117.82,195295.54926,275208.6688
301591.SZ,肯特股份,塑料,46.01,392687.09313,205640.3147
301590.SZ,优优绿能,电气设备,69.61,42929.82468,169657.6686
301589.SZ,诺瓦星云,IT设备,159.3,220323.05764,549027.45
301588.SZ,美新科技,家居用品,28.29,61596.529,207533.1768
301587.SZ,中瑞股份,电气设备,21.44,43941.83928,157482.5888
301586.SZ,佳力奇,航空,29.95,26030.478,158468.7445
301585.SZ,蓝宇股份,染料涂料,29.07,28163.99778,198001.2933
301584.SZ,建发致新,医药商业,20.51,52068.18988,110168.0293
301581.SZ,黄山谷捷,半导体,36.21,21704.81232,153148.3845
301580.SZ,爱迪特,医疗保健,57.2,319079.45488,576712.136
301578.SZ,辰奕智能,IT设备,23.38,18240.72879,70422.6642
301577.SZ,美信科技,元器件,61.42,80639.0584,115722.6504
301575.SZ,艾芬达,家居用品,25.6,160857.21409,186317.824
301571.SZ,国科天成,元器件,76.94,602521.46946,916841.6608
301568.SZ,思泰克,专用机械,73.25,167818.95216,349973.85
301567.SZ,贝隆精密,元器件,37.36,54898.89897,79352.2664
301566.SZ,达利凯普,元器件,28.02,1200539.02806,604979.2596
301565.SZ,中仑新材,塑料,19.85,99472.89051,254099.85
301563.SZ,云汉芯城,元器件,115.75,162606.23259,221495.7275
301560.SZ,众捷股份,汽车配件,24.36,38431.35516,142340.352
301559.SZ,中集环科,专用机械,12.93,13100.32992,116370.0
301558.SZ,三态股份,互联网,6.78,45789.66725,149953.7346
301557.SZ,常友科技,电气设备,84.53,59864.70614,210234.563
301556.SZ,托普云农,软件服务,62.55,80489.9501,184397.4
301555.SZ,惠柏新材,化工原料,36.23,51188.95119,175162.2679
301552.SZ,科力装备,汽车配件,24.49,17458.26083,75772.06
301551.SZ,无线传媒,影视音像,22.87,340608.46123,353464.3119
301550.SZ,斯菱智驱,汽车配件,98.53,1056447.94348,2030355.4891
301548.SZ,崇德科技,机械基件,56.75,123982.02943,191435.91
301539.SZ,宏鑫科技,汽车配件,15.2,20949.216,118519.72
301538.SZ,骏鼎达,塑料,41.65,63427.95716,182041.7375
301536.SZ,星宸科技,半导体,125.92,1644919.51163,2357138.0336
301535.SZ,浙江华远,汽车配件,13.86,34482.6496,235337.3946
301533.SZ,威马农机,农用机械,29.39,45027.10444,83906.0988
301529.SZ,福赛科技,汽车配件,137.9,769466.75395,876584.793
301528.SZ,多浦乐,电器仪表,75.04,189273.26172,347107.2752
301526.SZ,国际复材,玻璃,31.32,4334087.21383,4398558.5628
301525.SZ,儒竞科技,家用电器,39.89,76603.48291,287950.7518
301522.SZ,上大股份,小金属,23.95,82179.05031,662892.1715
301520.SZ,万邦医药,生物制药,82.38,1374343.56758,269369.4192
301519.SZ,舜禹股份,专用机械,11.68,18900.109,88876.5072
301518.SZ,长华化学,化工原料,26.34,198999.03068,154719.843
301517.SZ,陕西华达,元器件,38.05,77152.12925,371157.203
301516.SZ,中远通,电气设备,19.95,211264.33288,139999.923
301515.SZ,港通医疗,医疗保健,19.35,20798.994,130723.956
301512.SZ,智信精密,专用机械,31.5,31800.254,153472.095
301511.SZ,德福科技,电气设备,110.61,2997017.5324,4409438.8914
301510.SZ,固高科技,电器仪表,28.34,266804.46875,1077014.0888
301509.SZ,金凯生科,化学制药,30.98,120341.9382,175783.3082
301508.SZ,中机认检,电器仪表,24.17,18816.318,142207.5788
301507.SZ,民生健康,化学制药,12.94,118169.18673,460934.8342
301505.SZ,苏州规划,建筑工程,19.03,37781.80281,173495.3682
301503.SZ,智迪科技,IT设备,21.89,20875.2231,126235.252
301502.SZ,华阳智能,电气设备,53.29,46215.713,126141.6932
301501.SZ,恒鑫生活,造纸,27.92,27354.23701,121452.0
301500.SZ,飞南资源,环境保护,28.41,472495.37432,409248.0387
301499.SZ,维科精密,汽车配件,26.84,122085.43364,371076.1516
301498.SZ,乖宝宠物,饲料,41.27,445509.51279,782260.469
301491.SZ,汉桑科技,IT设备,37.99,39157.94057,145314.7892
301489.SZ,思泉新材,元器件,131.4,1027107.56614,914291.712
301488.SZ,豪恩汽电,汽车配件,92.32,69739.38035,386086.219
301487.SZ,盟固利,化工原料,16.11,174980.8,740442.0204
301486.SZ,致尚科技,元器件,219.28,1714222.66634,1598963.4464
301479.SZ,弘景光电,元器件,52.51,100302.30678,374401.0259
301469.SZ,恒达新材,造纸,29.22,35252.43452,133940.6814
301468.SZ,博盈特焊,专用机械,33.54,160447.57652,327026.4036
301459.SZ,丰茂股份,汽车配件,32.44,25970.88338,84665.156
301458.SZ,钧崴电子,元器件,39.52,243662.72415,464288.864
301456.SZ,盘古智能,电气设备,25.06,81420.7096,171790.8108
301449.SZ,天溯计量,电器仪表,41.38,67025.62272,85009.003
301448.SZ,开创电气,机械基件,50.24,124318.527,356116.192
301446.SZ,福事特,机械基件,40.18,90918.001,127659.896
301439.SZ,泓淋电力,电气设备,14.54,67889.0796,266438.8116
301429.SZ,森泰股份,其他建材,17.29,28667.54203,76062.5138
301428.SZ,世纪恒通,互联网,27.18,43992.61552,189247.545
301421.SZ,波长光电,元器件,81.05,222074.88216,492148.568
301419.SZ,阿莱德,通信设备,47.58,482694.9995,533387.5014
301418.SZ,协昌科技,电气设备,34.91,35546.042,107639.0503
301413.SZ,安培龙,电器仪表,57.2,154806.14286,436865.0
301408.SZ,华人健康,医药商业,16.07,658084.01269,367937.113
301399.SZ,英特科技,机械基件,22.57,138445.35101,123420.8852
301398.SZ,星源卓镁,汽车配件,39.16,90306.21713,427557.6675
301397.SZ,溯联股份,汽车配件,23.55,61438.809,217740.7095
301396.SZ,宏景科技,软件服务,179.5,1782666.30646,2540047.06
301395.SZ,仁信新材,化工原料,12.36,43048.42628,159877.4652
301393.SZ,昊帆生物,化工原料,62.76,231346.85276,275941.2852
301392.SZ,汇成真空,专用机械,172.61,560375.01666,704178.0299
301391.SZ,卡莱特,IT设备,45.67,66173.91832,423981.0986
301390.SZ,经纬股份,建筑工程,50.39,623618.76899,247194.1918
301389.SZ,隆扬电子,元器件,59.98,481737.13935,1700433.0
301388.SZ,欣灵电气,电气设备,25.07,37497.798,182165.1382
301387.SZ,光大同创,元器件,57.78,98095.826,246620.0628
301386.SZ,未来电器,电气设备,21.31,100733.14294,95895.0
301383.SZ,天键股份,元器件,24.03,63919.57328,169685.6823
301382.SZ,蜂助手,互联网,37.06,296632.94859,875937.5596
301381.SZ,赛维时代,互联网,24.4,207910.8276,990900.836
301380.SZ,挖金客,软件服务,34.27,105232.47053,282217.5624
301379.SZ,天山电子,元器件,21.94,200819.57772,479783.2618
301378.SZ,通达海,软件服务,25.42,95716.65545,157130.6796
301377.SZ,鼎泰高科,机械基件,399.85,1205794.30777,3952954.446
301376.SZ,致欧科技,家居用品,22.86,84268.131,442667.6694
301373.SZ,凌玮科技,化工原料,123.58,1383859.11792,860801.4332
301372.SZ,科净源,环境保护,34.19,49108.167,140761.5976
301371.SZ,敷尔佳,日用化工,21.23,71082.95204,165541.5619
301370.SZ,国科恒泰,医药商业,8.63,21823.65,406127.8
301369.SZ,联动科技,半导体,136.3,280203.58782,747702.273
301368.SZ,丰立智能,机械基件,38.96,73534.20946,467909.6
301367.SZ,瑞迈特,医疗保健,46.22,113897.01244,444149.2412
301366.SZ,一博科技,元器件,72.0,1420451.09208,842374.08
301365.SZ,矩阵股份,建筑工程,37.85,62937.5805,466020.1765
301363.SZ,美好医疗,医疗保健,16.25,211163.31216,848299.2375
301362.SZ,民爆光电,电气设备,117.0,370408.042,479052.99
301361.SZ,众智科技,电气设备,27.15,28190.187,152952.24
301360.SZ,荣旗科技,专用机械,64.5,153723.28089,219651.5766
301359.SZ,东南电子,元器件,18.8,26678.405,133756.4108
301358.SZ,湖南裕能,电气设备,53.08,719172.24183,4057061.5168
301357.SZ,北方长龙,专用机械,100.72,465533.13423,626251.78
301356.SZ,天振股份,家居用品,19.58,24852.414,247045.5592
301355.SZ,南王科技,广告包装,12.26,83049.90947,173740.0154
301353.SZ,普莱得,专用机械,19.52,28150.56126,79694.1088
301349.SZ,信德新材,化工原料,49.71,303188.85784,430852.4772
301348.SZ,蓝箭电子,半导体,22.51,152335.1116,435520.3286
301345.SZ,涛涛车业,摩托车,243.91,174502.69129,857514.387
301339.SZ,通行宝,IT设备,11.6,117857.93382,664955.732
301338.SZ,凯格精机,专用机械,102.6,554448.42489,1113569.1
301337.SZ,亚华电子,软件服务,28.3,93747.187,288472.654
301336.SZ,趣睡科技,家居用品,44.45,73986.4856,178537.4255
301335.SZ,天元宠物,文教休闲,25.79,116379.1619,227958.9628
301333.SZ,诺思格,医疗保健,65.23,224672.45328,629198.7955
301332.SZ,德尔玛,家用电器,7.67,22739.07358,203132.4334
301331.SZ,恩威医药,中成药,21.45,28745.10212,220057.695
301330.SZ,熵基科技,IT设备,25.95,68613.6662,531115.017
301329.SZ,信音电子,元器件,20.93,79448.03244,138221.72
301328.SZ,维峰电子,元器件,53.1,102561.01991,611521.371
301327.SZ,华宝新能,电气设备,41.27,48787.27271,589224.5837
301326.SZ,捷邦科技,元器件,110.73,205551.84074,798085.3677
301325.SZ,曼恩斯特,专用机械,31.78,87894.64688,457291.0006
301323.SZ,新莱福,橡胶,76.4,85140.84035,523820.6553
301322.SZ,绿通科技,摩托车,44.29,193291.43486,476409.1718
301321.SZ,翰博高新,元器件,51.65,331774.77765,762405.7223
301320.SZ,豪江智能,电气设备,14.1,27388.43,161034.972
301319.SZ,唯特偶,元器件,99.88,942072.65236,1373531.8515
301318.SZ,维海德,IT设备,20.95,15070.349,195212.519
301317.SZ,鑫磊股份,机械基件,51.82,144414.704,270483.2994
301316.SZ,慧博云通,软件服务,39.77,419854.7267,1555990.9098
301315.SZ,威士顿,软件服务,42.8,202418.21386,345824.0
301314.SZ,科瑞思,元器件,47.32,78928.3535,81150.9608
301313.SZ,凡拓数创,文教休闲,31.07,108123.95696,244556.6305
301312.SZ,智立方,专用机械,86.19,367053.53894,730666.2441
301311.SZ,昆船智能,机械基件,13.82,33147.129,331680.0
301310.SZ,鑫宏业,汽车配件,52.1,200260.00102,508182.879
301309.SZ,万得凯,机械基件,29.94,49767.18132,181463.0466
301308.SZ,江波龙,半导体,347.79,3813639.12488,9802527.2301
301307.SZ,美利信,通信设备,60.62,425980.38,662072.8478
301306.SZ,西测测试,航空,99.29,214203.94829,578488.3625
301305.SZ,朗坤科技,环境保护,26.85,244256.93667,333883.9225
301303.SZ,真兰仪表,电器仪表,13.97,42114.7481,439415.174
301302.SZ,华如科技,软件服务,22.46,300400.10369,312171.54
301301.SZ,川宁生物,化学制药,8.3,178596.06787,513897.5976
301300.SZ,远翔新材,化工原料,33.7,102784.3908,131681.9513
301299.SZ,卓创资讯,互联网,47.3,126108.03728,216916.381
301298.SZ,东利机械,汽车配件,12.4,23197.605,134173.5701
301297.SZ,富乐德,半导体,48.28,920196.7709,2590729.7414
301296.SZ,新巨丰,广告包装,6.42,22948.589,274475.4156
301295.SZ,美硕科技,电气设备,37.95,53528.61584,111573.0
301293.SZ,三博脑科,医疗保健,50.44,288469.32258,868607.064
301292.SZ,海科新源,化工原料,60.9,278939.25928,518802.228
301291.SZ,明阳电气,电气设备,34.78,164362.38578,578434.642
301290.SZ,东星医疗,医疗保健,28.39,55294.0142,225923.3615
301289.SZ,国缆检测,电器仪表,44.14,22166.414,342088.9726
301288.SZ,清研环境,环境保护,16.16,18632.29628,126225.1136
301287.SZ,康力源,文教休闲,41.04,25237.72829,69896.8656
301286.SZ,侨源股份,化工原料,48.38,102024.91448,780349.5642
301285.SZ,鸿日达,元器件,101.6,382360.67385,2099767.2
301283.SZ,聚胶股份,日用化工,25.97,26707.3294,237265.0416
301282.SZ,金禄电子,元器件,45.75,509966.38677,807843.8925
301281.SZ,科源制药,化学制药,51.5,218489.17853,365402.8
301280.SZ,珠城科技,元器件,45.35,61334.34871,450930.469
301279.SZ,金道科技,工程机械,23.94,84488.57464,312416.2818
301278.SZ,快可电子,电气设备,29.07,46997.85474,157228.002
301277.SZ,新天地,化学制药,10.42,66016.65618,408545.6928
301276.SZ,嘉曼服饰,服饰,17.53,40896.16702,126685.1028
301275.SZ,汉朔科技,元器件,40.59,196914.20921,1221187.4928
301273.SZ,瑞晨环保,机械基件,37.43,78359.9104,288138.3858
301272.SZ,英华特,专用机械,34.8,21319.286,138108.324
301270.SZ,汉仪股份,软件服务,33.09,78013.05646,312676.6752
301269.SZ,华大九天,半导体,89.39,531067.10086,4897436.0587
301268.SZ,铭利达,机械基件,11.92,30382.15076,432142.1968
301267.SZ,华厦眼科,医疗保健,15.15,69330.42024,982393.266
301266.SZ,宇邦新材,电气设备,25.8,131406.4877,349931.592
301265.SZ,华新科技,环境保护,22.22,314173.57534,542019.3749
301263.SZ,泰恩康,医药商业,21.0,212624.62836,765036.93
301262.SZ,海看股份,影视音像,20.41,215919.56935,249155.8914
301261.SZ,恒工精密,机械基件,56.13,104202.59992,587004.7335
301260.SZ,格力博,专用机械,11.94,27587.01376,245373.8058
301259.SZ,艾布鲁,环境保护,19.94,87345.46841,289248.4436
301258.SZ,富士莱,化学制药,25.83,26343.65382,235404.288
301257.SZ,普蕊斯,医疗保健,41.73,235704.66419,314252.7726
301256.SZ,华融化学,化工原料,10.36,94906.94254,497280.0
301255.SZ,通力科技,机械基件,18.85,25840.75948,251980.9565
301252.SZ,同星科技,机械基件,39.42,235790.38755,534957.1517
301251.SZ,威尔高,元器件,80.78,1043985.93467,1404224.5896
301248.SZ,杰创智能,软件服务,58.48,230358.9805,656898.2376
301246.SZ,宏源药业,化学制药,18.07,138001.52515,430239.2913
301239.SZ,普瑞眼科,医疗保健,31.8,50508.76209,451699.92
301238.SZ,瑞泰新材,化工原料,16.21,94495.07575,1188733.2793
301237.SZ,和顺科技,塑料,39.95,79380.16477,322877.8975
301236.SZ,软通动力,软件服务,38.23,800394.65792,3318201.1402
301235.SZ,华康洁净,医疗保健,46.91,388487.74555,488888.0453
301234.SZ,五洲医疗,医疗保健,116.45,310741.05085,469503.11
301233.SZ,盛帮股份,汽车配件,33.45,53949.06562,131713.0545
301232.SZ,飞沃科技,机械基件,94.25,276458.30272,589941.8525
301231.SZ,荣信文化,出版业,29.33,244679.89583,191909.123
301230.SZ,泓博医药,生物制药,38.82,1527498.23491,631787.3478
301229.SZ,纽泰格,汽车配件,11.7,35320.43736,151258.302
301228.SZ,实朴检测,电器仪表,57.05,121734.04198,682328.8395
301227.SZ,森鹰窗业,家居用品,35.46,112064.522,262079.1864
301226.SZ,祥明智能,电气设备,32.65,97869.68366,355232.0
301225.SZ,恒勃股份,汽车配件,62.21,275650.81432,273649.348
301223.SZ,中荣股份,广告包装,18.22,22233.43526,351878.4872
301222.SZ,浙江恒威,电气设备,25.61,57674.16921,273002.8561
301221.SZ,光庭信息,软件服务,26.58,33976.8449,237467.8464
301220.SZ,亚香股份,化工原料,32.74,82500.36142,255771.6277
301219.SZ,腾远钴业,小金属,41.53,176087.48309,1134766.1353
301218.SZ,华是科技,软件服务,45.97,336387.84709,329619.6104
301217.SZ,铜冠铜箔,元器件,111.53,2747196.3798,9246009.8715
301216.SZ,万凯新材,化工原料,17.52,267043.18144,954158.1216
301215.SZ,中汽股份,汽车服务,5.33,39983.638,704839.2
301213.SZ,观想科技,软件服务,45.88,246957.9226,332150.554
301212.SZ,联盛化学,化工原料,26.22,27312.70681,245812.5
301211.SZ,亨迪药业,化学制药,12.62,202730.62658,527006.6568
301210.SZ,金杨精密,电气设备,30.46,192505.86819,187476.731
301209.SZ,联合化学,染料涂料,62.62,178154.27011,838833.7244
301208.SZ,中亦科技,软件服务,30.9,40373.69787,208330.581
301207.SZ,华兰疫苗,生物制药,19.01,224227.97181,1141812.838
301206.SZ,三元生物,食品,23.83,84571.27271,310464.6273
301205.SZ,联特科技,通信设备,321.0,1537484.96075,2686416.9
301203.SZ,国泰环保,环境保护,33.95,22419.91769,148590.6625
301202.SZ,朗威股份,机械基件,39.46,105328.71369,314170.655
301201.SZ,诚达药业,生物制药,35.9,262893.05704,389674.037
301200.SZ,大族数控,专用机械,261.96,991452.21567,11139537.2676
301199.SZ,迈赫股份,专用机械,18.25,18511.79427,327908.5175
301198.SZ,喜悦智行,塑料,13.29,65673.15319,215666.3988
301197.SZ,工大科雅,软件服务,26.3,90166.874,286010.659
301196.SZ,唯科科技,专用机械,93.1,536469.2314,1003577.967
301195.SZ,北路智控,软件服务,26.83,31673.933,235271.7334
301193.SZ,家联科技,家居用品,22.87,252750.1347,421222.8618
301192.SZ,泰祥股份,汽车配件,19.19,22518.182,96689.9664
301191.SZ,菲菱科思,通信设备,87.06,229332.749,636040.3362
301190.SZ,善水科技,染料涂料,20.08,184312.32693,365162.832
301189.SZ,奥尼电子,IT设备,71.6,542265.2817,1130866.868
301188.SZ,力诺药包,玻璃,35.9,748879.86111,960452.804
301187.SZ,欧圣电气,家用电器,15.32,94393.9158,390558.122
301186.SZ,超达装备,专用机械,38.59,139358.284,418007.2659
301185.SZ,鸥玛软件,软件服务,17.06,23858.927,239642.5024
301183.SZ,东田微,元器件,303.53,1348588.4805,1781708.9588
301182.SZ,凯旺科技,元器件,73.81,433200.82528,644982.7802
301181.SZ,标榜股份,汽车配件,25.95,145164.8498,304226.382
301180.SZ,万祥科技,元器件,11.64,37280.329,191056.632
301179.SZ,泽宇智能,软件服务,20.82,123445.1955,494422.95
301178.SZ,天亿马,软件服务,38.09,144455.43932,261631.0684
301177.SZ,迪阿股份,服饰,23.35,30438.948,934023.35
301176.SZ,逸豪新材,元器件,58.14,660101.87079,953807.6304
301175.SZ,中科环保,环境保护,5.64,57086.08416,350740.32
301173.SZ,毓恬冠佳,汽车配件,32.81,12828.167,101148.9647
301172.SZ,君逸数码,软件服务,18.71,77920.53593,311124.6609
301171.SZ,易点天下,互联网,34.77,1694521.64044,1745053.1019
301170.SZ,锡南科技,汽车配件,22.61,18634.1062,85926.3657
301169.SZ,零点有数,文教休闲,53.86,94098.948,387840.474
301168.SZ,通灵股份,电气设备,40.65,19763.291,387448.5645
301167.SZ,建研设计,建筑工程,13.08,32612.992,138395.8176
301166.SZ,优宁维,医药商业,31.0,104274.70798,174903.55
301165.SZ,锐捷网络,通信设备,116.46,1167787.75183,12969409.5144
301163.SZ,宏德股份,电气设备,22.2,23666.585,121490.832
301162.SZ,国能日新,软件服务,37.18,76662.47476,450688.524
301161.SZ,唯万密封,工程机械,31.34,113615.65908,241937.2001
301160.SZ,翔楼新材,机械基件,42.65,148820.76368,472464.7281
301159.SZ,三维天地,软件服务,32.28,63160.289,171132.42
301158.SZ,德石股份,专用机械,14.53,61685.42194,276294.1979
301157.SZ,华塑科技,电气设备,68.41,81709.473,331517.5964
301156.SZ,美农生物,饲料,11.78,41401.21632,139348.6828
301155.SZ,海力风电,电气设备,43.09,322615.35764,536633.8111
301153.SZ,中科江南,软件服务,17.29,55914.8214,573599.7267
301152.SZ,天力锂能,小金属,21.58,87321.67215,153398.8404
301151.SZ,冠龙节能,机械基件,22.7,102040.5861,383131.735
301150.SZ,中一科技,电气设备,41.25,808345.82739,1253335.875
301149.SZ,隆华新材,化工原料,9.11,141461.8825,309840.9388
301148.SZ,嘉戎技术,环境保护,58.3,100649.1247,343209.768
301141.SZ,中科磁业,矿物制品,37.86,57570.99476,168524.7036
301138.SZ,华研精机,专用机械,30.27,75615.93746,207531.4227
301137.SZ,哈焊华通,机械基件,32.0,71680.328,581802.88
301136.SZ,招标股份,建筑工程,12.28,86879.767,337668.3176
301135.SZ,瑞德智能,元器件,17.46,24157.7308,175956.1182
301133.SZ,金钟股份,汽车配件,27.88,91560.45305,309847.168
301132.SZ,满坤科技,元器件,63.26,1068123.62122,599329.6682
301131.SZ,聚赛龙,塑料,32.78,20662.7682,128349.7622
301130.SZ,西点药业,化学制药,28.36,207010.22602,167373.3464
301129.SZ,瑞纳智能,电器仪表,24.21,73947.11897,163350.9225
301128.SZ,强瑞技术,专用机械,121.95,681343.97754,1553513.733
301127.SZ,武汉天源,环境保护,17.38,342800.55256,1137394.4736
301126.SZ,达嘉维康,医药商业,10.5,32929.923,146497.47
301125.SZ,腾亚精工,机械基件,14.15,56983.15191,249030.8025
301123.SZ,奕东电子,元器件,80.58,551226.35105,1329905.2128
301122.SZ,采纳股份,医疗保健,53.28,307291.26944,403007.256
301121.SZ,紫建电子,电气设备,35.52,42637.56475,272654.0064
301120.SZ,新特电气,电气设备,15.17,86748.2716,342478.542
301119.SZ,正强股份,汽车配件,26.42,72244.23556,311106.068
301118.SZ,恒光股份,化工原料,23.78,59154.91616,251909.6252
301117.SZ,ST佳缘,软件服务,13.72,64404.16794,158953.06
301116.SZ,益客食品,食品,9.21,39575.146,413508.0933
301115.SZ,联检科技,建筑工程,35.35,328864.524,527429.777
301113.SZ,雅艺科技,家居用品,17.58,28211.68267,125985.6636
301112.SZ,信邦智能,专用机械,30.37,20738.014,334879.6642
301111.SZ,粤万年青,中成药,22.85,91620.0945,365597.715
301110.SZ,青木科技,互联网,36.08,86017.00452,328444.5384
301109.SZ,军信股份,环境保护,12.91,35142.46719,805956.8408
301108.SZ,洁雅股份,日用化工,48.29,179196.8576,313077.1083
301107.SZ,瑜欣电子,机械基件,24.26,87858.34332,196895.8582
301106.SZ,骏成科技,元器件,19.79,86187.42129,282919.4232
301105.SZ,鸿铭股份,专用机械,49.55,26004.205,98170.9375
301103.SZ,何氏眼科,医疗保健,16.43,31894.61692,199844.0048
301102.SZ,兆讯传媒,广告包装,9.35,18556.9089,379610.0
301101.SZ,明月镜片,文教休闲,30.43,67135.17431,590655.7333
301100.SZ,风光股份,化工原料,15.31,12177.80668,135841.037
301099.SZ,雅创电子,元器件,53.8,526606.28082,618562.81
301098.SZ,金埔园林,建筑工程,8.87,54520.26136,171179.2029
301097.SZ,天益医疗,医疗保健,34.84,22915.82536,137932.9536
301096.SZ,百诚医药,医疗保健,52.95,195353.27576,440091.807
301095.SZ,广立微,半导体,77.59,382314.00668,1353976.536
301093.SZ,华兰股份,医疗保健,72.85,721393.41391,1482380.94
301092.SZ,争光股份,化工原料,45.38,107339.17691,276744.0306
301091.SZ,深城交,建筑工程,19.95,130846.96029,1051923.6
301090.SZ,华润材料,化工原料,7.24,82049.2925,1064955.7092
301089.SZ,拓新药业,化学制药,23.84,93126.33352,213723.9312
301088.SZ,戎美股份,服饰,13.49,32185.455,253612.0
301087.SZ,可孚医疗,医疗保健,55.14,181712.8989,1069668.0282
301086.SZ,鸿富瀚,元器件,176.0,1008668.46357,1227791.84
301085.SZ,亚康股份,软件服务,76.74,274031.74678,458322.7434
301083.SZ,百胜智能,专用机械,14.19,34076.68,123373.3941
301082.SZ,久盛电气,电气设备,10.12,60698.13709,275980.3948
301081.SZ,严牌股份,环境保护,17.73,189930.15984,399218.107
301080.SZ,百普赛斯,生物制药,116.2,2455037.83512,1473850.0767
301079.SZ,邵阳液压,机械基件,27.54,54269.78097,211874.5836
301078.SZ,孩子王,其他商业,7.01,103787.26305,883951.186
301077.SZ,星华新材,化工原料,22.28,48808.01292,212933.0792
301076.SZ,新瀚新材,化工原料,21.49,85456.60508,327417.1271
301075.SZ,多瑞医药,化学制药,68.53,139529.772,387879.8
301073.SZ,君亭酒店,酒店餐饮,18.41,137958.01644,328028.4595
301072.SZ,中捷精工,汽车配件,51.0,408223.084,346403.22
301071.SZ,力量钻石,矿物制品,70.07,1540648.02052,1310653.0437
301070.SZ,开勒股份,机械基件,68.5,169374.07192,580975.215
301069.SZ,凯盛新材,化工原料,16.25,48809.721,693508.075
301068.SZ,大地海洋,环境保护,26.24,27787.64359,263243.616
301067.SZ,显盈科技,元器件,33.3,107126.121,219835.611
301066.SZ,万事利,纺织,12.7,87193.3838,296058.209
301065.SZ,本立科技,化学制药,19.75,29868.1355,170417.8125
301063.SZ,海锅股份,电气设备,17.51,29315.246,169229.4223
301062.SZ,上海艾录,广告包装,7.1,50290.68564,195428.352
301061.SZ,匠心家居,家居用品,43.74,282243.51768,825984.8478
301060.SZ,兰卫医学,医疗保健,11.81,319078.11071,425356.5184
301059.SZ,金三江,化工原料,12.62,34408.246,260659.2852
301058.SZ,中粮科工,建筑工程,8.79,61769.99,450289.0218
301057.SZ,汇隆新材,化纤,23.49,115089.1733,193937.1984
301056.SZ,森赫股份,运输设备,14.21,89243.147,250090.0318
301055.SZ,张小泉,家居用品,32.28,132326.40438,492811.3356
301053.SZ,远信工业,专用机械,36.24,61967.4456,446562.3264
301052.SZ,果麦文化,出版业,24.7,124963.02852,198192.306
301051.SZ,信濠光电,元器件,18.94,180225.02698,427735.4674
301050.SZ,雷电微力,航空,27.95,78937.38523,588319.55
301049.SZ,超越科技,环境保护,20.1,24300.062,72298.494
301048.SZ,金鹰重工,运输设备,9.09,25964.658,484800.0606
301047.SZ,义翘神州,生物制药,117.34,1335394.08884,1403158.7604
301046.SZ,能辉科技,建筑工程,34.39,238407.62804,447740.605
301045.SZ,天禄科技,元器件,73.36,402518.29956,665395.7408
301043.SZ,绿岛风,机械基件,50.1,53380.16812,284306.478
301042.SZ,安联锐视,IT设备,31.62,86838.0578,291697.662
301041.SZ,金百泽,元器件,36.2,339954.71544,285990.136
301040.SZ,中环海陆,机械基件,26.61,65176.01324,251103.1362
301039.SZ,中集车辆,汽车整车,7.39,83803.65799,1069301.5186
301038.SZ,深水规院,建筑工程,17.05,42431.40744,380351.4
301037.SZ,保立佳,染料涂料,12.51,28042.2529,85051.2366
301036.SZ,双乐股份,染料涂料,21.98,26125.06148,153155.3212
301035.SZ,润丰股份,农药化肥,53.8,83144.46199,1956980.38
301033.SZ,迈普医学,医疗保健,55.05,97891.937,310408.7835
301032.SZ,新柴股份,工程机械,10.13,33462.4731,165992.0034
301031.SZ,中熔电气,电气设备,96.45,168788.49794,1108197.9615
301030.SZ,*ST仕净,环境保护,5.88,126843.71262,118838.1516
301029.SZ,怡合达,专用机械,24.79,121298.0944,1122609.6962
301028.SZ,鼎熔岩,专用机械,13.74,57377.484,344324.2626
301027.SZ,华蓝集团,建筑工程,21.19,185078.60479,267991.4133
301026.SZ,浩通科技,小金属,19.8,54515.33336,316864.944
301025.SZ,读客文化,出版业,10.27,144486.75669,284633.7689
301024.SZ,霍普股份,建筑工程,32.64,24595.5994,200931.84
301023.SZ,奕帆传动,电气设备,28.39,33873.25763,189503.8178
301022.SZ,海泰科,专用机械,22.61,27385.07526,151456.0243
301021.SZ,英诺激光,专用机械,92.46,957101.04543,1411746.7758
301020.SZ,密封科技,汽车配件,22.01,65182.9248,322226.4
301019.SZ,宁波色母,塑料,15.76,28964.45883,228751.1992
301018.SZ,申菱环境,专用机械,104.09,1589524.35867,2943903.5661
301017.SZ,漱玉平民,医药商业,13.12,108856.354,339407.9712
301016.SZ,雷尔伟,运输设备,15.87,92104.19833,466298.688
301015.SZ,百洋医药,医药商业,26.16,344288.26156,1374856.0656
301013.SZ,利和兴,专用机械,39.72,749990.7882,751667.6352
301012.SZ,扬电科技,电气设备,23.12,158395.6626,455371.9824
301011.SZ,华立科技,文教休闲,15.96,142317.49983,234128.2141
301010.SZ,晶雪节能,其他建材,19.1,102671.213,206280.0
301009.SZ,可靠股份,造纸,9.18,32320.216,138650.13
301008.SZ,宏昌科技,家用电器,52.09,1203293.9351,602372.4063
301007.SZ,德迈仕,汽车配件,32.44,60763.68622,490898.6244
301006.SZ,迈拓股份,电器仪表,13.55,21483.123,116850.1865
301005.SZ,超捷股份,汽车配件,63.16,293283.09741,1163003.6076
301004.SZ,嘉益股份,家居用品,34.17,30079.829,465078.9858
