date,ts_code,adj_close
20260706,301217.SZ,147.860752
20260706,301218.SZ,56.888886
20260706,301234.SZ,37.6424
20260706,301273.SZ,45.489192
20260706,301282.SZ,44.781822000000005
20260706,301307.SZ,87.127964
20260706,301310.SZ,107.173066
20260706,301319.SZ,456.712242
20260706,301321.SZ,59.5002
20260706,301345.SZ,283.56398
20260706,301365.SZ,68.727997
20260706,301377.SZ,505.683
20260706,301379.SZ,102.442848
20260706,301511.SZ,185.92119
20260706,301520.SZ,54.702352
20260706,301526.SZ,41.050336
20260706,301536.SZ,117.572558
20260706,301580.SZ,120.531768
20260706,301588.SZ,53.62896
20260706,600127.SH,27.62241
20260706,600160.SH,561.185955
20260706,600162.SH,23.984343000000003
20260706,600172.SH,173.34975000000003
20260706,600183.SH,2133.847213
20260706,600206.SH,221.442746
20260706,600227.SH,14.375
20260706,600228.SH,15.00948
20260706,600246.SH,210.74933
20260706,600272.SH,14.287
20260706,600353.SH,485.3395200000001
20260706,600367.SH,211.045984
20260706,600378.SH,267.229983
20260706,600397.SH,92.01365
20260706,600428.SH,61.686144
20260706,600584.SH,465.921982
20260706,600613.SH,146.093718
20260706,600664.SH,31.82226
20260706,600667.SH,148.929494
20260706,600671.SH,60.44381
20260706,600721.SH,10.241478
20260706,600722.SH,48.0198
20260706,600815.SH,17.1855
20260706,600857.SH,118.98124
20260706,600909.SH,12.909456
20260706,600988.SH,175.54748
20260706,601101.SH,61.09613399999999
20260706,601168.SH,41.155725
20260706,601233.SH,76.16335
20260706,601678.SH,28.716480000000004
20260706,601700.SH,28.374528
20260706,601872.SH,30.793256
20260706,601886.SH,24.957504
20260706,601918.SH,16.739
20260706,603012.SH,19.573554
20260706,603065.SH,19.492508
20260706,603078.SH,311.51076
20260706,603118.SH,34.430352
20260706,603127.SH,323.676264
20260706,603129.SH,300.64256
20260706,603137.SH,27.03685
20260706,603156.SH,173.242614
20260706,603162.SH,33.232378
20260706,603186.SH,197.964289
20260706,603221.SH,12.391382
20260706,603259.SH,317.951232
20260706,603261.SH,53.2573
20260706,603268.SH,232.9371
20260706,603330.SH,45.69094
20260706,603580.SH,63.142508
20260706,603608.SH,42.3207
20260706,603663.SH,235.846296
20260706,603678.SH,206.28010200000003
20260706,603679.SH,26.44482
20260706,603682.SH,10.737135
20260706,603757.SH,201.974095
20260706,603823.SH,136.07334600000002
20260706,603838.SH,18.74415
20260706,603986.SH,3700.729669
20260706,603989.SH,104.409046
20260706,605111.SH,316.208564
20260706,605179.SH,13.747932
20260706,688002.SH,152.116568
20260706,688011.SH,65.7421
20260706,688012.SH,629.874
20260706,688017.SH,642.018516
20260706,688037.SH,803.918908
20260706,688046.SH,24.050535
20260706,688082.SH,379.0053
20260706,688120.SH,1254.9388
20260706,688131.SH,257.793153
20260706,688137.SH,39.93722399999999
20260706,688141.SH,168.26
20260706,688143.SH,199.20158
20260706,688146.SH,308.4018
20260706,688147.SH,135.82954
20260706,688200.SH,1480.15788
20260706,688202.SH,153.7328
20260706,688222.SH,34.312905
20260706,688233.SH,184.30544
20260706,688237.SH,54.5423
20260706,688249.SH,61.793548
20260706,688260.SH,95.79659999999998
20260706,688296.SH,12.138
20260706,688300.SH,569.472
20260706,688328.SH,82.31728
20260706,688347.SH,310.91872
20260706,688359.SH,189.64556
20260706,688361.SH,343.9947
20260706,688362.SH,96.21779
20260706,688371.SH,36.247060000000005
20260706,688403.SH,36.8128
20260706,688409.SH,371.507316
20260706,688432.SH,38.94216
20260706,688485.SH,62.52940400000001
20260706,688498.SH,3346.092
20260706,688507.SH,462.4144
20260706,688519.SH,352.466356
20260706,688530.SH,81.079596
20260706,688535.SH,242.769611
20260706,688545.SH,111.03374
20260706,688548.SH,46.052526
20260706,688549.SH,32.42239
20260706,688584.SH,31.917682
20260706,688596.SH,73.2649
20260706,688627.SH,569.8123
20260706,688630.SH,481.327
20260706,688652.SH,203.499765
20260706,688662.SH,166.19075
20260706,688669.SH,120.888768
20260706,688689.SH,85.57077500000001
20260706,688702.SH,357.0
20260706,688710.SH,64.55136599999999
20260706,688758.SH,21.718683
20260706,688766.SH,3139.062696
20260706,920438.BJ,136.9102
20260706,920699.BJ,132.47279500000002
20260706,920725.BJ,237.287986
20260707,000017.SZ,16.17849
20260707,000048.SZ,219.409312
20260707,000300.SH,4792.2624
20260707,000571.SZ,49.63676
20260707,000608.SZ,65.08125
20260707,000636.SZ,1101.712092
20260707,000691.SZ,43.77063
20260707,000703.SZ,139.92980999999995
20260707,000725.SZ,41.509596
20260707,000739.SZ,247.90889400000003
20260707,000811.SZ,1116.63488
20260707,000938.SZ,225.296064
20260707,001229.SZ,57.62829
20260707,001258.SZ,6.890688
20260707,001331.SZ,212.5728
20260707,002084.SZ,12.48432
20260707,002141.SZ,47.14515
20260707,002156.SZ,192.3522
20260707,002167.SZ,175.49147
20260707,002185.SZ,232.269402
20260707,002303.SZ,54.029680000000006
20260707,002317.SZ,309.37673
20260707,002346.SZ,46.579204
20260707,002371.SZ,5211.859847999999
20260707,002396.SZ,117.05183
20260707,002409.SZ,606.7580459999999
20260707,002412.SZ,47.33694
20260707,002415.SZ,824.995514
20260707,002422.SZ,319.765964
20260707,002440.SZ,62.516377
20260707,002484.SZ,441.631905
20260707,002528.SZ,27.7092
20260707,002552.SZ,181.678473
20260707,002636.SZ,273.361984
20260707,002674.SZ,37.83405
20260707,002747.SZ,304.437
20260707,002768.SZ,275.906
20260707,002774.SZ,18.591975
20260707,002821.SZ,464.79629
20260707,002832.SZ,123.753714
20260707,002860.SZ,63.744
20260707,002971.SZ,81.64131799999998
20260707,003004.SZ,82.82820000000001
20260707,003032.SZ,5.215949999999999
20260707,003036.SZ,91.351952
20260707,300083.SZ,117.8536
20260707,300192.SZ,63.146424
20260707,300209.SZ,100.626755
20260707,300234.SZ,60.485184
20260707,300285.SZ,1112.4103
20260707,300313.SZ,16.52005
20260707,300404.SZ,43.074108
20260707,300408.SZ,623.952
20260707,300419.SZ,53.0679
20260707,300420.SZ,86.99624999999999
20260707,300483.SZ,33.5405
20260707,300489.SZ,790.1851999999999
20260707,300506.SZ,37.060133
20260707,300534.SZ,26.100664
20260707,300540.SZ,91.10673
20260707,300566.SZ,108.36423
20260707,300567.SZ,839.0110000000001
20260707,300604.SZ,2124.040802
20260707,300666.SZ,336.00770000000006
20260707,300671.SZ,178.27025
20260707,300677.SZ,266.654304
20260707,300684.SZ,236.960452
20260707,300716.SZ,35.39367
20260707,300721.SZ,58.70267
20260707,300759.SZ,71.753904
20260707,300835.SZ,298.48904000000005
20260707,300843.SZ,147.71035
20260707,300862.SZ,26.282025
20260707,300903.SZ,161.2891
20260707,300907.SZ,55.85093500000001
20260707,300929.SZ,21.781513
20260707,300951.SZ,106.557234
20260707,300985.SZ,80.69563
20260707,301008.SZ,56.102131
20260707,301013.SZ,90.330401
20260707,301045.SZ,100.21184
20260707,301047.SZ,150.63649999999998
20260707,301072.SZ,42.019068
20260707,301080.SZ,111.29816
20260707,301092.SZ,53.44724
20260707,301108.SZ,41.502076
20260707,301122.SZ,40.35348
20260707,301165.SZ,193.89671600000003
20260707,301217.SZ,148.527392
20260707,301218.SZ,55.678806
20260707,301234.SZ,35.87
20260707,301273.SZ,44.163849
20260707,301282.SZ,46.091232000000005
20260707,301307.SZ,89.65151800000001
20260707,301310.SZ,105.905852
20260707,301319.SZ,435.45313
20260707,301321.SZ,62.84614
20260707,301345.SZ,272.83774
20260707,301365.SZ,58.864793
20260707,301377.SZ,508.690045
20260707,301379.SZ,93.898752
20260707,301511.SZ,177.62992
20260707,301520.SZ,54.285216
20260707,301526.SZ,40.68688
20260707,301536.SZ,116.370777
20260707,301580.SZ,119.232288
20260707,301588.SZ,53.466448
20260707,600127.SH,27.26632
20260707,600160.SH,532.926438
20260707,600162.SH,22.70123
20260707,600172.SH,171.57420000000002
20260707,600183.SH,2085.435563
20260707,600206.SH,243.591372
20260707,600227.SH,13.857500000000002
20260707,600228.SH,14.27202
20260707,600246.SH,231.8118
20260707,600272.SH,13.870792
20260707,600353.SH,436.805568
20260707,600367.SH,202.193384
20260707,600378.SH,256.136091
20260707,600397.SH,82.8083
20260707,600428.SH,59.18728399999999
20260707,600584.SH,494.830802
20260707,600613.SH,139.72863900000002
20260707,600664.SH,30.72149
20260707,600667.SH,143.00708799999998
20260707,600671.SH,60.77071
20260707,600721.SH,9.92052
20260707,600722.SH,46.07544000000001
20260707,600815.SH,16.61265
20260707,600857.SH,113.27666
20260707,600909.SH,12.576474
20260707,600988.SH,168.99222600000002
20260707,601101.SH,60.072993
20260707,601168.SH,41.198820000000005
20260707,601233.SH,72.4018
20260707,601678.SH,27.335880000000003
20260707,601700.SH,28.5012
20260707,601872.SH,28.21554
20260707,601886.SH,24.24708
20260707,601918.SH,16.303786
20260707,603012.SH,18.843538
20260707,603065.SH,21.4407
20260707,603078.SH,285.974436
20260707,603118.SH,34.661255999999995
20260707,603127.SH,307.900578
20260707,603129.SH,290.323328
20260707,603137.SH,29.734825
20260707,603156.SH,173.00562
20260707,603162.SH,32.392328
20260707,603186.SH,196.404178
20260707,603221.SH,12.612281
20260707,603259.SH,305.87648
20260707,603261.SH,53.0654
20260707,603268.SH,228.68762
20260707,603330.SH,44.681489
20260707,603608.SH,45.508700000000005
20260707,603663.SH,233.358832
20260707,603678.SH,185.660136
20260707,603679.SH,27.49456
20260707,603682.SH,10.83027
20260707,603757.SH,189.19609000000003
20260707,603823.SH,149.68894500000002
20260707,603838.SH,18.24375
20260707,603986.SH,3506.782
20260707,603989.SH,100.508776
20260707,605111.SH,313.768926
20260707,605179.SH,13.266087999999998
20260707,688002.SH,153.74152800000002
20260707,688011.SH,62.372
20260707,688012.SH,629.933988
20260707,688017.SH,657.7019939999999
20260707,688037.SH,828.2905999999999
20260707,688046.SH,23.936256
20260707,688082.SH,402.88365
20260707,688120.SH,1287.5952
20260707,688131.SH,243.208995
20260707,688137.SH,39.146896
20260707,688141.SH,162.92
20260707,688143.SH,193.73769
20260707,688146.SH,321.835815
20260707,688147.SH,142.96788
20260707,688200.SH,1546.521296
20260707,688202.SH,149.40536
20260707,688222.SH,32.73237
20260707,688233.SH,185.7856
20260707,688237.SH,54.363893
20260707,688249.SH,60.40651
20260707,688260.SH,93.8268
20260707,688296.SH,12.0462
20260707,688300.SH,560.60366
20260707,688328.SH,82.173584
20260707,688347.SH,325.296
20260707,688359.SH,180.15776
20260707,688361.SH,357.63414
20260707,688362.SH,102.84762
20260707,688371.SH,35.546150000000004
20260707,688403.SH,37.6832
20260707,688409.SH,383.149824
20260707,688432.SH,46.730592
20260707,688485.SH,57.971452
20260707,688498.SH,3499.196112
20260707,688507.SH,465.860696
20260707,688519.SH,350.2694
20260707,688530.SH,82.538586
20260707,688535.SH,238.207116
20260707,688545.SH,108.921795
20260707,688548.SH,49.056618
20260707,688549.SH,33.2332
20260707,688584.SH,36.802726
20260707,688596.SH,81.00415000000001
20260707,688627.SH,576.441555
20260707,688630.SH,473.369743
20260707,688652.SH,216.25425
20260707,688662.SH,158.81955
20260707,688669.SH,117.1716
20260707,688689.SH,79.63645500000001
20260707,688702.SH,382.0
20260707,688710.SH,65.620164
20260707,688758.SH,21.106182
20260707,688766.SH,2932.584
20260707,920438.BJ,147.82184
20260707,920699.BJ,124.396857
20260707,920725.BJ,251.31964
20260708,000017.SZ,16.258979999999998
20260708,000048.SZ,222.77386000000004
20260708,000300.SH,4755.5338
20260708,000571.SZ,50.55032
20260708,000608.SZ,66.5275
20260708,000636.SZ,1091.6409400000002
20260708,000691.SZ,44.95362
20260708,000703.SZ,136.158652
20260708,000725.SZ,41.783406
20260708,000739.SZ,244.608942
20260708,000811.SZ,1063.56288
20260708,000938.SZ,240.611616
20260708,001229.SZ,63.38815
20260708,001258.SZ,6.747132000000001
20260708,001331.SZ,203.303232
20260708,002084.SZ,12.55144
20260708,002141.SZ,45.1304
20260708,002156.SZ,185.0202
20260708,002167.SZ,157.9659
20260708,002185.SZ,228.456498
20260708,002303.SZ,52.597568
20260708,002317.SZ,299.46007000000003
20260708,002346.SZ,44.766687
20260708,002371.SZ,5185.554624
20260708,002396.SZ,128.77914
20260708,002409.SZ,620.4069999999999
20260708,002412.SZ,47.33694
20260708,002415.SZ,836.934315
20260708,002422.SZ,307.814152
20260708,002440.SZ,56.762233
20260708,002484.SZ,417.43768000000006
20260708,002528.SZ,28.54692
20260708,002552.SZ,188.289631
20260708,002636.SZ,256.090688
20260708,002674.SZ,41.617455
20260708,002747.SZ,273.99330000000003
20260708,002768.SZ,285.46757
20260708,002774.SZ,17.61345
20260708,002821.SZ,453.958127
20260708,002832.SZ,120.747064
20260708,002860.SZ,60.3648
20260708,002971.SZ,76.80500099999999
20260708,003004.SZ,83.22188
20260708,003032.SZ,5.23605
20260708,003036.SZ,84.95170299999998
20260708,300083.SZ,106.3316
20260708,300192.SZ,62.299708
20260708,300209.SZ,102.8014
20260708,300234.SZ,58.828896
20260708,300285.SZ,997.29394
20260708,300313.SZ,16.216
20260708,300404.SZ,43.121862
20260708,300408.SZ,581.300424
20260708,300419.SZ,53.45245
20260708,300420.SZ,80.883
20260708,300483.SZ,32.579609999999995
20260708,300489.SZ,806.3187999999999
20260708,300506.SZ,36.096698
20260708,300534.SZ,26.88404
20260708,300540.SZ,94.101147
20260708,300566.SZ,99.133203
20260708,300567.SZ,926.6549
20260708,300604.SZ,2214.0052680000003
20260708,300666.SZ,340.971218
20260708,300671.SZ,170.67335
20260708,300677.SZ,262.971072
20260708,300684.SZ,224.084394
20260708,300716.SZ,33.84225
20260708,300721.SZ,59.48799
20260708,300759.SZ,71.143632
20260708,300835.SZ,308.47993499999995
20260708,300843.SZ,150.7165
20260708,300862.SZ,25.75496
20260708,300903.SZ,152.81830000000002
20260708,300907.SZ,53.14774200000001
20260708,300929.SZ,21.423639
20260708,300951.SZ,103.28511600000002
20260708,300985.SZ,71.12133
20260708,301008.SZ,58.904577
20260708,301013.SZ,94.90964
20260708,301045.SZ,92.33228
20260708,301047.SZ,152.1975
20260708,301072.SZ,40.192152
20260708,301080.SZ,107.763075
20260708,301092.SZ,53.581374
20260708,301108.SZ,42.18536
20260708,301122.SZ,38.223144
20260708,301165.SZ,216.4438
20260708,301217.SZ,137.43040000000002
20260708,301218.SZ,55.9662
20260708,301273.SZ,43.75057
20260708,301282.SZ,38.889477
20260708,301307.SZ,82.45285400000002
20260708,301310.SZ,107.81706
20260708,301319.SZ,415.596076
20260708,301321.SZ,75.41234
20260708,301345.SZ,294.2023
20260708,301365.SZ,57.72291200000001
20260708,301377.SZ,492.23974
20260708,301379.SZ,88.63420799999999
20260708,301511.SZ,166.064301
20260708,301520.SZ,61.477216
20260708,301526.SZ,37.516736
20260708,301536.SZ,116.199094
20260708,301580.SZ,108.65652
20260708,301588.SZ,49.779457
20260708,600127.SH,27.41893
20260708,600160.SH,523.087092
20260708,600162.SH,22.602529
20260708,600172.SH,164.37855000000002
20260708,600183.SH,2011.988174
20260708,600206.SH,234.888572
20260708,600227.SH,13.8
20260708,600228.SH,13.8816
20260708,600246.SH,243.0285
20260708,600272.SH,13.896816
20260708,600353.SH,399.009216
20260708,600367.SH,188.825958
20260708,600378.SH,244.182813
20260708,600397.SH,76.27289999999999
20260708,600428.SH,58.54471999999999
20260708,600584.SH,461.120178
20260708,600613.SH,140.334837
20260708,600664.SH,30.92163
20260708,600667.SH,129.74959199999998
20260708,600671.SH,60.28036000000001
20260708,600721.SH,9.760041
20260708,600722.SH,46.01652
20260708,600815.SH,16.1671
20260708,600857.SH,111.64678
20260708,600909.SH,11.756825999999998
20260708,600988.SH,173.991996
20260708,601101.SH,59.585783
20260708,601168.SH,40.48057
20260708,601233.SH,69.60475
20260708,601678.SH,26.41548
20260708,601700.SH,27.86784
20260708,601872.SH,27.083435
20260708,601886.SH,24.463296
20260708,601918.SH,16.437698
20260708,603012.SH,18.47853
20260708,603065.SH,23.198308
20260708,603078.SH,258.87246
20260708,603118.SH,37.047264
20260708,603127.SH,297.46194
20260708,603129.SH,288.201408
20260708,603137.SH,32.704025
20260708,603156.SH,174.90157200000002
20260708,603162.SH,30.846636
20260708,603186.SH,188.752205
20260708,603221.SH,12.181002
20260708,603259.SH,298.37824
20260708,603261.SH,55.045
20260708,603268.SH,239.24002
20260708,603330.SH,42.025039
20260708,603608.SH,40.9658
20260708,603663.SH,220.487652
20260708,603678.SH,167.104848
20260708,603679.SH,27.07754
20260708,603682.SH,10.644
20260708,603757.SH,178.815555
20260708,603823.SH,144.19311900000002
20260708,603838.SH,18.348000000000003
20260708,603986.SH,3411.589837
20260708,603989.SH,94.268344
20260708,605111.SH,307.118945
20260708,605179.SH,13.348103999999998
20260708,688002.SH,157.3055
20260708,688011.SH,62.08026
20260708,688012.SH,634.3731
20260708,688017.SH,552.9522
20260708,688037.SH,880.3298
20260708,688046.SH,24.175203
20260708,688082.SH,421.6815
20260708,688120.SH,1376.234
20260708,688131.SH,231.558432
20260708,688137.SH,37.833104
20260708,688141.SH,177.0
20260708,688143.SH,199.359572
20260708,688146.SH,337.1235
20260708,688147.SH,142.2641
20260708,688200.SH,1664.960632
20260708,688202.SH,149.48440000000002
20260708,688222.SH,31.264002
20260708,688233.SH,178.43584
20260708,688237.SH,54.291394
20260708,688249.SH,58.808401
20260708,688260.SH,95.72625
20260708,688296.SH,11.9544
20260708,688300.SH,539.98996
20260708,688328.SH,87.264528
20260708,688347.SH,359.8336
20260708,688359.SH,186.6436
20260708,688361.SH,409.1832
20260708,688362.SH,98.29399999999998
20260708,688371.SH,35.055513
20260708,688403.SH,35.4816
20260708,688409.SH,398.91384
20260708,688432.SH,45.383568
20260708,688485.SH,51.388874
20260708,688498.SH,3299.1651
20260708,688507.SH,446.0554
20260708,688519.SH,331.09785
20260708,688530.SH,81.75375
20260708,688535.SH,234.8563
20260708,688545.SH,112.377705
20260708,688548.SH,47.82024
20260708,688549.SH,33.16313
20260708,688584.SH,34.586936
20260708,688596.SH,78.094192
20260708,688627.SH,595.1148
20260708,688630.SH,484.665566
20260708,688652.SH,224.292285
20260708,688662.SH,152.70850000000002
20260708,688669.SH,115.030188
20260708,688689.SH,70.78796
20260708,688702.SH,401.5
20260708,688710.SH,64.793358
20260708,688758.SH,19.98159
20260708,688766.SH,2866.4976
20260708,920438.BJ,153.43207000000004
20260708,920699.BJ,142.3305
20260708,920725.BJ,217.6954
20260709,000017.SZ,17.573649999999997
20260709,000048.SZ,223.385596
20260709,000300.SH,4876.3125
20260709,000571.SZ,49.408370000000005
20260709,000608.SZ,67.19500000000001
20260709,000636.SZ,1160.88011
20260709,000691.SZ,45.74228
20260709,000703.SZ,134.868519
20260709,000725.SZ,44.63103
20260709,000739.SZ,245.296432
20260709,000811.SZ,1169.919168
20260709,000938.SZ,255.354624
20260709,001229.SZ,67.500215
20260709,001258.SZ,6.6753540000000005
20260709,001331.SZ,207.3456
20260709,002084.SZ,12.45076
20260709,002141.SZ,43.11565
20260709,002156.SZ,203.5194
20260709,002167.SZ,154.42935
20260709,002185.SZ,251.333922
20260709,002303.SZ,56.373136
20260709,002317.SZ,309.60735000000005
20260709,002346.SZ,49.23590699999999
20260709,002371.SZ,5677.468776
20260709,002396.SZ,128.159584
20260709,002409.SZ,682.4476999999999
20260709,002412.SZ,50.39612999999999
20260709,002415.SZ,862.273811
20260709,002422.SZ,313.09348
20260709,002440.SZ,57.121867
20260709,002484.SZ,451.65879000000007
20260709,002528.SZ,28.61136
20260709,002552.SZ,207.128222
20260709,002636.SZ,272.07756800000004
20260709,002674.SZ,43.987437
20260709,002747.SZ,258.02589
20260709,002768.SZ,283.27935
20260709,002774.SZ,18.852915
20260709,002821.SZ,489.478157
20260709,002832.SZ,122.190256
20260709,002860.SZ,64.0512
20260709,002971.SZ,78.720772
20260709,003004.SZ,87.53164
20260709,003032.SZ,5.125499999999999
20260709,003036.SZ,86.808099
20260709,300083.SZ,111.1873
20260709,300192.SZ,60.660242
20260709,300209.SZ,104.145726
20260709,300234.SZ,60.42384
20260709,300285.SZ,1026.6448
20260709,300313.SZ,16.216
20260709,300404.SZ,43.503894
20260709,300408.SZ,596.364408
20260709,300419.SZ,54.68301
20260709,300420.SZ,78.0615
20260709,300483.SZ,31.80002
20260709,300489.SZ,806.68
20260709,300506.SZ,41.170789
20260709,300534.SZ,26.314312
20260709,300540.SZ,100.514721
20260709,300566.SZ,104.65947
20260709,300604.SZ,2610.2956
20260709,300666.SZ,372.24342400000006
20260709,300671.SZ,177.628
20260709,300677.SZ,260.74944
20260709,300684.SZ,233.476744
20260709,300716.SZ,27.0738
20260709,300721.SZ,61.510189
20260709,300759.SZ,72.716256
20260709,300835.SZ,316.101308
20260709,300843.SZ,152.055975
20260709,300862.SZ,26.538435
20260709,300903.SZ,156.384
20260709,300907.SZ,56.724468
20260709,300929.SZ,21.456173
20260709,300951.SZ,112.62725
20260709,300985.SZ,66.99152000000001
20260709,301008.SZ,59.294791
20260709,301013.SZ,90.98026000000002
20260709,301045.SZ,93.9486
20260709,301047.SZ,153.2902
20260709,301072.SZ,41.567358
20260709,301080.SZ,109.587635
20260709,301092.SZ,49.0105
20260709,301108.SZ,45.245284000000005
20260709,301122.SZ,39.411216
20260709,301165.SZ,223.993688
20260709,301217.SZ,143.25580800000003
20260709,301218.SZ,57.206532
20260709,301273.SZ,42.282717000000005
20260709,301282.SZ,37.39093
20260709,301307.SZ,93.341336
20260709,301310.SZ,109.31278799999998
20260709,301319.SZ,451.364858
20260709,301321.SZ,79.83322
20260709,301345.SZ,298.85107
20260709,301365.SZ,60.999614
20260709,301377.SZ,503.68524
20260709,301379.SZ,106.355296
20260709,301511.SZ,170.027247
20260709,301520.SZ,59.83744
20260709,301526.SZ,39.22296
20260709,301536.SZ,123.81374
20260709,301580.SZ,112.115136
20260709,301588.SZ,49.05831
20260709,600127.SH,27.16458
20260709,600160.SH,526.2906
20260709,600162.SH,23.490838
20260709,600172.SH,174.7515
20260709,600183.SH,2177.14106
20260709,600206.SH,258.38613200000003
20260709,600227.SH,13.9725
20260709,600228.SH,15.26976
20260709,600246.SH,259.10576999999995
20260709,600272.SH,13.701636
20260709,600353.SH,438.953088
20260709,600367.SH,191.52600100000004
20260709,600378.SH,258.59706
20260709,600397.SH,79.1421
20260709,600428.SH,58.330532
20260709,600584.SH,507.227296
20260709,600613.SH,137.910045
20260709,600664.SH,30.62142
20260709,600667.SH,142.73541799999998
20260709,600671.SH,63.05901
20260709,600721.SH,9.555795
20260709,600722.SH,45.839760000000005
20260709,600815.SH,16.23075
20260709,600857.SH,112.9274
20260709,600909.SH,12.93507
20260709,600988.SH,174.158655
20260709,601101.SH,55.05473
20260709,601168.SH,41.644135
20260709,601233.SH,67.955558
20260709,601678.SH,26.41548
20260709,601700.SH,28.057848
20260709,601872.SH,28.041370000000004
20260709,601886.SH,24.308856
20260709,601918.SH,15.751399
20260709,603012.SH,18.752286
20260709,603065.SH,22.213624
20260709,603078.SH,275.392788
20260709,603118.SH,34.430352
20260709,603127.SH,308.371494
20260709,603129.SH,288.491776
20260709,603137.SH,35.973
20260709,603156.SH,192.399629
20260709,603162.SH,30.91384
20260709,603186.SH,200.224858
20260709,603221.SH,12.317749
20260709,603259.SH,313.038592
20260709,603261.SH,56.2065
20260709,603268.SH,223.882
20260709,603330.SH,42.290684
20260709,603608.SH,40.53542
20260709,603663.SH,230.321812
20260709,603678.SH,170.2689
20260709,603679.SH,26.0997
20260709,603682.SH,10.577475
20260709,603757.SH,196.69456
20260709,603823.SH,142.80883200000002
20260709,603838.SH,17.930999999999997
20260709,603986.SH,3752.765789000001
20260709,603989.SH,98.0977
20260709,605111.SH,313.139342
20260709,605179.SH,13.0713
20260709,688002.SH,167.1956
20260709,688011.SH,62.9253
20260709,688012.SH,707.243523
20260709,688017.SH,577.3895759999999
20260709,688037.SH,935.881646
20260709,688046.SH,25.172547
20260709,688082.SH,439.56486
20260709,688120.SH,1604.8287999999998
20260709,688131.SH,236.92272
20260709,688137.SH,38.253928
20260709,688141.SH,174.23
20260709,688143.SH,207.75948
20260709,688146.SH,370.3266
20260709,688147.SH,157.8478
20260709,688200.SH,1812.6426
20260709,688202.SH,152.44840000000002
20260709,688222.SH,34.108965000000005
20260709,688233.SH,200.99552
20260709,688237.SH,54.291394
20260709,688249.SH,65.542571
20260709,688260.SH,100.7613
20260709,688296.SH,12.801
20260709,688300.SH,581.81056
20260709,688328.SH,104.713328
20260709,688347.SH,402.102
20260709,688359.SH,194.64548
20260709,688361.SH,447.79485
20260709,688362.SH,115.1444
20260709,688371.SH,42.064613
20260709,688403.SH,40.6016
20260709,688409.SH,431.193972
20260709,688432.SH,54.458256
20260709,688485.SH,53.271064
20260709,688498.SH,3562.384203
20260709,688507.SH,459.5352160000001
20260709,688519.SH,363.979649
